1,1.45,602964.1792,7797681.3052,923.606
2,1.35,602987.7442,7797665.8367,922.582
3,5.52,603388.2413,7798184.6531,879.258
4,5.41,603367.6791,7798151.5174,877.102
5,1.25,603018.1928,7797649.8150,921.520
6,5.21,603346.9596,7798117.5094,877.736
7,1.5,603068.0760,7797632.5214,919.847
8,5.1,603323.0872,7798077.0456,875.670
9,1.4,603068.7573,7797646.4587,917.837
10,4.41,603304.4538,7798047.1384,876.867
11,1.24,603022.4994,7797662.9196,919.008
12,4.42,603314.5768,7798041.2726,880.111
13,5.2,603334.0647,7798070.9389,879.891
14,1.34,602994.1177,7797677.8148,918.819
15,5.22,603359.1093,7798110.4364,879.309
16,5.42,603379.8746,7798144.3185,879.834
17,1.44,602971.2260,7797692.1583,919.938
18,5.53,603400.0515,7798177.7863,881.727
19,1.43,602980.3089,7797706.3613,914.417
20,5.54,603410.4453,7798171.7954,883.159
21,1.33,603002.2169,7797692.9481,913.126
22,5.43,603391.4441,7798136.8399,882.973
23,1.23,603028.6767,7797679.6368,911.985
24,5.23,603371.0867,7798103.2782,882.362
25,1.3,603069.9016,7797669.3917,912.047
26,5.3,603345.7550,7798064.5498,883.130
27,1.2,603070.8467,7797686.1578,905.558
28,4.43,603325.2473,7798033.7569,881.818
29,1.22,603034.0164,7797694.5450,907.125
30,4.44,603341.9002,7798023.4138,886.858
31,1.32,603009.6597,7797707.0729,908.052
32,5.4,603367.2441,7798057.1082,887.479
33,1.42,602989.3902,7797719.8418,909.023
34,5.24,603387.9629,7798096.1337,886.822
35,1.41,602997.6506,7797732.9921,904.217
36,5.44,603406.5210,7798132.9878,886.619
37,5.55,603421.2466,7798165.6350,887.464
38,1.31,603017.0099,7797720.8411,902.942
39,5.56,603434.6937,7798157.9727,889.943
40,1.21,603039.2462,7797709.5996,901.837
41,5.45,603416.7535,7798120.9207,890.534
42,1.1,603071.8241,7797704.2882,900.720
43,5.25,603399.9707,7798087.0701,890.773
44,5.5,603378.1113,7798047.0877,892.304
45,4.45,603355.2151,7798014.1260,890.431
46,D2,603032.5766,7797750.0921,894.987
47,D1,603040.7719,7797765.4939,887.706
48,4.46,603369.3558,7798004.8592,894.396
49,5.6,603393.2284,7798038.8149,894.933
50,5.26,603413.8931,7798079.8318,895.128
51,A1,603118.6398,7797760.4595,888.913
52,5.46,603429.5836,7798112.6032,895.955
53,A2,603124.3406,7797751.3805,892.402
54,A3,603130.4716,7797742.3804,895.597
55,5.47,603446.4682,7798101.8534,898.729
56,5.27,603430.1630,7798068.6501,900.353
57,A4,603136.6598,7797731.7132,897.504
58,A5,603143.2962,7797721.3998,900.974
59,A6,603154.0662,7797706.8928,907.268
60,A7,603163.9630,7797691.9281,912.780
61,5.8,603432.8100,7798017.5751,905.593
62,A8,603174.1401,7797676.2123,917.922
63,A9,603182.3869,7797664.1838,919.864
64,5.28,603451.5380,7798056.0426,904.739
65,3.31,603323.2763,7797757.3474,919.414
66,5.9,603446.0016,7798010.1578,908.874
67,4.71,603358.8735,7797802.6597,918.248
68,4.50,603438.4740,7797959.9606,916.115
69,5.10,603461.1414,7798002.1649,914.887
70,4.70,603340.6433,7797813.5312,913.048
71,3.30,603307.7594,7797766.6997,915.539
72,4.51,603454.6684,7797949.5486,919.815
73,4.31,603416.3797,7797893.8254,917.999
74,3.29,603291.1306,7797776.4653,911.345
75,4.69,603324.8761,7797817.9932,909.778
76,4.29,603387.6053,7797913.0298,908.871
77,4.9,603349.4551,7797855.2399,908.916
78,4.28,603373.4903,7797922.4310,905.152
79,4.8,603332.9650,7797864.4291,904.738
80,4.27,603349.3832,7797938.2246,899.203
81,4.68,603312.1121,7797830.0902,905.577
82,4.26,603330.1054,7797951.2223,894.894
83,4.25,603316.6349,7797960.2268,891.194
84,3.28,603273.9204,7797786.4611,907.014
85,4.24,603302.9734,7797969.3608,886.788
86,4.23,603290.3307,7797977.5538,882.503
87,3.27,603257.3727,7797796.3533,902.784
88,4.22,603280.6458,7797984.2052,878.297
89,4.67,603289.5599,7797843.3642,901.551
90,4.21,603270.2577,7797991.1233,875.881
91,4.7,603308.7656,7797877.9651,898.874
92,4.1,603226.8128,7797922.9667,876.389
93,4.61,603206.5070,7797891.8538,877.182
94,4.6,603291.6733,7797886.9933,895.196
95,3.21,603175.5298,7797844.7457,878.745
96,4.66,603273.0108,7797852.9144,896.392
97,3.22,603185.5484,7797838.7840,882.708
98,3.26,603240.4830,7797806.1568,897.636
99,4.62,603216.7662,7797885.7540,880.452
100,3.25,603224.2182,7797815.8447,893.214
101,4.2,603237.3885,7797916.9543,878.388
102,4.65,603255.7619,7797861.2469,891.806
103,4.3,603248.4270,7797910.3304,882.543
104,4.5,603277.1407,7797895.2510,890.803
105,4.63,603227.5640,7797879.0167,883.322
106,4.64,603242.0854,7797871.1252,887.347
107,3.23,603196.5969,7797832.0708,885.429
108,3.24,603209.5925,7797824.4795,889.041
